pub_date,url,scores,sentiments,relevance,rel_subdocs,sub_1_rel,sub_2_rel,sub_3_rel,sub_4_rel,sub_5_rel,sub_6_rel,sub_7_rel,sub_8_rel,sub_9_rel,sub_10_rel,sub_11_rel,sub_12_rel,sub_13_rel,sub_14_rel,sub_15_rel,sub_16_rel,sub_17_rel,sub_18_rel,sub_19_rel,sub_20_rel,sub_21_rel,sub_22_rel,sub_23_rel,sub_24_rel,sub_1_sents,sub_2_sents,sub_3_sents,sub_4_sents,sub_5_sents,sub_6_sents,sub_7_sents,sub_8_sents,sub_9_sents,sub_10_sents,sub_11_sents,sub_12_sents,sub_13_sents,sub_14_sents,sub_15_sents,sub_16_sents,sub_17_sents,sub_18_sents,sub_19_sents,sub_20_sents,sub_21_sents,sub_22_sents,sub_23_sents,sub_24_sents
6/6/2021,https://www.fool.com/investing/2021/06/06/2-cryptocurrencies-with-the-best-chance-to-succeed/?source=iedfolrf0000001,-0.032865448,-0.977956057,0.033606262,1,0.033606262,,,,,,,,,,,,,,,,,,,,,,,,0.033606262,,,,,,,,,,,,,,,,,,,,,,,
6/7/2021,https://www.zacks.com/stock/news/1670607/paypals-pypl-latest-move-supports-black-underserved,-0.078201522,-0.993534625,0.0788999,2,0.13013236,0.02766744,,,,,,,,,,,,,,,,,,,,,,,0.13013236,0.02766744,,,,,,,,,,,,,,,,,,,,,,
6/8/2021,https://www.zacks.com/stock/news/1674535/4-stocks-to-watch-in-the-growing-nanotechnology-market,0.040754515,-0.003106594,0.068893497,2,0.110120015,0.027666979,,,,,,,,,,,,,,,,,,,,,,,0.110120015,0.027666979,,,,,,,,,,,,,,,,,,,,,,
6/9/2021,https://www.investing.com/analysis/2-stocks-att-and-ibm-which-is-the-better-buy-for-income-investors-200584972,-0.0039129,-0.307493548,0.138320515,3,0.189405911,0.026420077,0.199135557,,,,,,,,,,,,,,,,,,,,,,0.189405911,0.026420077,0.199135557,,,,,,,,,,,,,,,,,,,,,
6/11/2021,https://www.fool.com/investing/2021/06/11/is-top-bitcoin-owner-microstrategy-a-buy/,0.025895204,0.988257825,0.026202883,1,0.026202883,,,,,,,,,,,,,,,,,,,,,,,,0.026202883,,,,,,,,,,,,,,,,,,,,,,,
6/11/2021,https://www.fool.com/investing/2021/06/11/ibm-stock-has-quietly-rallied-40/,-0.03195828,-0.902775109,0.035558488,4,0.035432463,0.032510618,0.037130141,0.037160732,,,,,,,,,,,,,,,,,,,,,0.035432463,0.032510618,0.037130141,0.037160732,,,,,,,,,,,,,,,,,,,,
6/11/2021,https://www.fool.com/investing/2021/06/11/amazon-joins-other-tech-giants-in-setting-3-2-work/,-1.512885444,-0.972510457,1.555649539,1,1.555649539,,,,,,,,,,,,,,,,,,,,,,,,1.555649539,,,,,,,,,,,,,,,,,,,,,,,
6/11/2021,https://www.fool.com/investing/2021/06/11/5-safest-high-yield-dividend-stocks-on-the-planet/,0.026289291,0.712301373,0.03690754,1,0.03690754,,,,,,,,,,,,,,,,,,,,,,,,0.03690754,,,,,,,,,,,,,,,,,,,,,,,
6/11/2021,https://www.zacks.com/stock/news/1691728/science-applications-saic-secures-dod-contract-worth-126m,0.02583691,0.998636663,0.025872183,1,0.025872183,,,,,,,,,,,,,,,,,,,,,,,,0.025872183,,,,,,,,,,,,,,,,,,,,,,,
6/12/2021,https://www.marketwatch.com/story/almost-half-of-lgb-professionals-experience-discrimination-at-work-and-its-even-worse-for-people-of-color-11623350297,-0.031902506,-0.985583663,0.032369151,1,0.032369151,,,,,,,,,,,,,,,,,,,,,,,,0.032369151,,,,,,,,,,,,,,,,,,,,,,,
6/12/2021,https://www.fool.com/investing/2021/06/12/4-high-yield-dividend-stocks-to-watch/,0.033244806,0.988944143,0.033614551,2,0.032277569,0.034951534,,,,,,,,,,,,,,,,,,,,,,,0.032277569,0.034951534,,,,,,,,,,,,,,,,,,,,,,
